"Accession_Number","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"AB681419.1.1477","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus weihenstephanensis"
"AB681464.1.1412","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Labrys","Labrys miyagiensis"
"AB681469.1.1449","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Arenibacter","Arenibacter troitsensis"
"AB681492.1.1447","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Sediminibacter","Sediminibacter furfurosus"
"AB681497.1.1466","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Ferrimonadaceae","Paraferrimonas","Paraferrimonas sedimenticola"
"AB681649.1.1452","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Zeaxanthinibacter","Zeaxanthinibacter enoshimensis"
"AB681660.1.1470","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Lysobacter concretionis"
"AB681678.1.1447","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gaetbulibacter","Gaetbulibacter marinus"
"AB681687.1.1467","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola","Litoricola lipolytica"
"AB681705.1.1449","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mesoflavibacter","Mesoflavibacter zeaxanthinifaciens"
"AB681707.1.1411","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Shinella yambaruensis"
"AB681721.1.1455","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","Moraxella lacunata"
"AB681728.1.1467","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella","Escherichia coli"
"AB681733.1.1465","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas cupida"
"AB681737.1.1472","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella hanedai"
"AB681741.1.1462","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas stutzeri"
"AB681743.1.1407","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Phenylobacterium koreense"
"AB681747.1.1387","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","Azospirillum oryzae"
"AB681751.1.1498","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Marinococcus","Marinococcus halophilus"
"AB681761.1.1403","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Shinella zoogloeoides"
"AB681765.1.1407","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Vasilyevaea","Vasilyevaea enhydra"
"AB681770.1.1465","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Dyella","Dyella japonica"
"AB681774.1.1469","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Erwinia","Erwinia persicina"
"AB681778.1.1454","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","Moraxella oblonga"
"AB681783.1.1411","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus drentensis"
"AB681787.1.1483","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus kaustophilus"
"AB681793.1.1454","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus soli"
"AB681797.1.1462","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Alysiella","Alysiella crassa"
"AB681803.1.1456","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Achromobacter piechaudii"
"AB681807.1.1456","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella","Duganella zoogloeoides"
"AB681811.1.1443","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides","Myroides pelagicus"
"AB681825.1.1388","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Loktanella","Loktanella salsilacus"
"AB681829.1.1416","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas pituitosa"
"AB681834.1.1410","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium mediterraneum"
"AB681838.1.1457","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus necator"
"AB681844.1.1454","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga intermedia"
"AB681846.1.1458","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Hydrogenophaga taeniospiralis"
"AB681851.1.1412","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium cloacae"
"AB681855.1.1458","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas","Herbaspirillum huttiense"
"AB681859.1.1458","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","Herbaspirillum chlorophenolicum"
"AB681864.1.1477","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Ferrimonadaceae","Ferrimonas","Ferrimonas marina"
"AB681299.1.1410","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Starkeya","Starkeya koreensis"
"AB681271.1.1463","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus","Alicyclobacillus sendaiensis"
"AB681306.1.1451","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","Nonlabens sediminis"
"AB681292.1.1476","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis"
"AB681329.1.1470","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas broegbernensis"
"AB681296.1.1474","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus garvieae"
"AB681337.1.1470","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas japonensis"
"AB681300.1.1456","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia terrae"
"AB681382.1.1447","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter rigui"
"AB681311.1.1468","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella hafniensis"
"AB681397.1.1445","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter koreensis"
"AB681334.1.1459","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas peptidolytica"
"AB681401.1.1470","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas daejeonensis"
"AB681338.1.1470","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas mexicana"
"AB681412.1.1475","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus fastidiosus"
"AB681383.1.1433","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter","Dyadobacter koreensis"
"AB681417.1.1475","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus vallismortis"
"AB681398.1.1470","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas ginsengisoli"
"AB681438.1.1482","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Ferrimonadaceae","Ferrimonas","Ferrimonas kyonanensis"
"AB681402.1.1463","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Pseudoxanthomonas koreensis"
"AB681467.1.1474","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus","Sporolactobacillus nakayamae subsp. nakayamae"
"AB681413.1.1477","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides"
"AB681471.1.1455","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella","Gramella portivictoriae"
"AB681418.1.1284","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus vietnamensis"
"AB681494.1.1448","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Sediminitomix","Sediminitomix flava"
"AB681446.1.1500","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus siliginis"
"AB681573.1.1482","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus camelliae"
"AB681415.1.1471","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus psychrosaccharolyticus"
"AB681468.1.1444","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga","Cellulophaga pacifica"
"AB681658.1.1442","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Chryseobacterium daecheongense"
"AB681416.1.1475","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus sonorensis"
"AB681472.1.1480","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Ferrimonadaceae","Ferrimonas","Ferrimonas futtsuensis"
"AB681675.1.1468","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella algidipiscicola"
"AB681436.1.1448","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus","Algoriphagus boritolerans"
"AB681495.1.1449","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gilvibacter","Gilvibacter sediminis"
"AB681685.1.1414","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium naphthalenivorans"
"AB681466.1.1475","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus","Sporolactobacillus nakayamae subsp. racemicus"
"AB681594.1.1410","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","Ensifer sp. NBRC 101921"
"AB681694.1.1478","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio inusitatus"
"AB681470.1.1451","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","Nonlabens tegetincola"
"AB681659.1.1439","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium granuli"
"AB681719.1.1412","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas astaxanthinifaciens"
"AB681493.1.1445","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Galbibacter","Galbibacter mesophilus"
"AB681677.1.1387","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria","Ruegeria pelagia"
"AB681723.1.1468","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium","Marinobacterium georgiense"
"AB681516.1.1454","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella","Comamonas granuli"
"AB681686.1.1393","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Maritimibacter","Maritimibacter alkaliphilus"
"AB681731.1.1478","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio halioticoli"
"AB681572.1.1486","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus thailandicus"
"AB681696.1.1495","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio rarus"
"AB681735.1.1460","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas venusta"
"AB681650.1.1468","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Neptunomonas","Neptunomonas naphthovorans"
"AB681720.1.1460","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","Psychrobacter phenylpyruvicus"
"AB681739.1.1461","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas haloplanktis"
"AB681674.1.1468","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella","Shewanella glacialipiscicola"
"AB681726.1.1463","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas oryzihabitans"
"AB681745.1.1265","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","Azospirillum brasilense"
"AB681679.1.1452","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lutimonas","Lutimonas vermicola"
"AB681732.1.1478","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio ezurae"
"AB681749.1.1454","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Piscinibacter","Piscinibacter aquaticus"
"AB681688.1.1477","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio comitans"
"AB681736.1.1461","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Pseudoalteromonas espejiana"
"AB681753.1.1490","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus halodenitrificans"
"AB681706.1.1408","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas jaspsi"
"AB681740.1.1458","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas macleodii"
"AB681763.1.1463","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Zoogloea","Zoogloea oryzae"
"AB681708.1.1427","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Tistrella","Tistrella mobilis"
"AB681742.1.1461","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Azorhizophilus","Azorhizophilus paspali"
"AB681767.1.1462","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas alcaliphila"
"AB681722.1.1466","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Bergeriella","Bergeriella denitrificans"
"AB681746.1.1417","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Azospirillum","Azospirillum lipoferum"
"AB681768.1.1465","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Zymobacter","Zymobacter palmae"
"AB681729.1.1467","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia","Serratia marcescens subsp. marcescens"
"AB681750.1.1450","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Perlucidibaca","Perlucidibaca piscinae"
"AB681772.1.1467","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Cronobacter","Cronobacter sakazakii"
"AB681734.1.1463","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas pacifica"
"AB681754.1.1412","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus krulwichiae"
"AB681776.1.1465","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter","Escherichia vulneris"
"AB681738.1.1464","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","Marinomonas communis"
"AB681764.1.1454","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Mitsuaria","Mitsuaria chitosanitabida"
"AB681780.1.1463","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga","Methylophaga thalassica"
"AB681744.1.1409","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Pleomorphomonas","Pleomorphomonas oryzae"
"AB681769.1.1462","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter radioresistens"
"AB681785.1.1491","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Cerasibacillus","Cerasibacillus quisquiliarum"
"AB681748.1.1388","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus koreensis"
"AB681773.1.1461","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Erwinia","Erwinia aphidicola"
"AB681789.1.1490","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Virgibacillus","Virgibacillus pantothenticus"
"AB681752.1.1494","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Salimicrobium","Salimicrobium album"
"AB681777.1.1461","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga","Methylophaga marina"
"AB681790.1.1492","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halobacillus","Halobacillus halophilus"
"AB681762.1.1458","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","Herbaspirillum huttiense subsp. putei"
"AB681782.1.1493","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Salimicrobium","Salimicrobium halophilum"
"AB681795.1.1408","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Ancylobacter","Ancylobacter aquaticus"
"AB681766.1.1458","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas variabilis"
"AB681786.1.1501","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Aneurinibacillus","Aneurinibacillus danicus"
